"id","text_chunk"
"206","Classifications are a form of nomothetic generalisation. For example, the American Psychiatric Association’s Diagnostic and Statistical Manual of Mental Disorders provides ways to categorise people as having mental disorders such as depression, anxiety, personality disorders, etc. Similarly, several nomothetic ways to categorise personality types exist such as the five-factor model of personality, the Myers-Briggs type indicator, and astrological star signs.
Principles are another form of nomothetic generalisation. For example, behaviourism describes general laws through which behaviours are conditioned, such as operant and classical conditioning. Similarly, cognitive approaches try to develop theoretical models that explain human behaviour."
"207","The idiographic approach (‘idios’ = ‘distinct self’) seeks to understand the individual as a unique being without comparing them to others. The idiographic approach believes that the uniqueness of each person means it is difficult/impossible to identify general laws that apply across populations."
"208","Again, as always, you can take an in-between approach between idiographic and nomothetic. For example, you can start with a nomothetic approach and identify general laws – as long as you recognise that these general laws do not apply to everyone. Once the general laws are established, you can take a more idiographic approach and study the unique ways people deviate from these laws. This second way is known as sexual selection. Evolutionary (socio-biological) explanations of relationships look at the different sexual selection pressures between men and women to provide psychological explanations of relationships.
Anisogamy refers to the differences between male sex cells (sperm) and female sex cells (ova, or eggs)."
"209","These two strategies conflict with each other, which results in different reproductive behaviours between men and women.
The characterisations of male and female reproductive behaviours above are extreme generalisations. There are obvious exceptions, e.g. highly monogamous men and highly promiscuous women.
Attraction is a key part of romantic relationships. There are several factors that affect attraction such as physical attractiveness, similarity of attitudes, and self-disclosure.
Self-disclosure is when you reveal personal and intimate information about yourself to another person. This creates feelings of intimacy and trust in relationships."
"210","Altman and Taylor’s (1973) social penetration theory describes the process of self-disclosure in relationships. Both the breadth (i.e. the range of topics) and the depth of self-disclosures is important.
Initially, disclosures will cover a narrow range of basic topics in a shallow way – you talk about what you do for a living, your hobbies, etc. As the relationship develops, the breadth of topics and depth of disclosure increases. For example, you talk about more controversial or intimate topics, share painful or embarrassing memories, and maybe reveal some secrets. Altman and Taylor liken this process to peeling away the layers of an onion: You start at the surface and peel away until you get to the core of the person."
"211","Self-disclosure is important in the development of a relationship as it establishes trust and intimacy. However, too much self-disclosure too quickly tends to have the opposite effect: Altman and Taylor found that revealing intimate details too early on (e.g. talking about childhood trauma on a first date) is unattractive.
Physical attractiveness is often the first part of attraction. Getting to know someone’s personality and values takes time, but physical characteristics provide an immediate way to select potential partners."
"212","We covered some evolutionary explanations of physical attractiveness above. According to this explanation, men are attracted to physical characteristics that indicate fertility in females, such as youth and a low waist-to-hip ratio. Although physical attractiveness in partners seems less important to women than men, women are also attracted to physical features that indicate genetic fitness, such as high shoulder-to-hip ratio."
"213","A common physical attribute attractive to both males and females is facial symmetry. Shackelford and Larsen (1997) found that people with symmetrical faces are consistently rated as more attractive than people with asymmetric faces. The evolutionary explanation of this is that symmetry is a reliable indicator of fitness because it requires genetic precision and an environment of abundance during development.
Physical attractiveness often makes us see people as attractive in other ways through the halo effect. The halo effect is a bias where we assume attractive people have attractive personalities too. For example, Dion et al (1972) found that subjects rated physically attractive people as more sociable and more successful in their careers."
"214","Walster et al’s (1966) matching hypothesis says that we choose partners who are similar in physical attractiveness to ourselves. For example, if you rate yourself 7/10, you’ll go for a partner who is also 7/10.
There is an evolutionary element to the matching hypothesis. While it might be desirable to form relationships with the most attractive people, it is not always realistic. If people only went for partners out of their league, they might never find a partner and thus never pass on their genes. So, people assess their own attractiveness and seek out partners who ‘match’ their own level of attractiveness to increase their chances of relationship success."
"215","There are three theories of relationships listed on the syllabus: Social exchange theory, equity theory and Rusbult’s investment model. The syllabus also lists Duck’s phase model, which is a theory of relationship breakdown.
Social exchange theory is the name for a range of theories that view romantic relationships economically in terms of costs vs. benefits."
"216","According to social exchange theories, humans are selfish and so engage in romantic relationships in order to get some benefit. Partners weigh the costs of being in the relationship (e.g. time, effort, loss of freedom, stress) against the benefits (e.g. companionship, help, gifts, sex). If the benefits outweigh the costs, the relationship is ‘profitable’ and there is a desire to maintain it. However, if the costs outweigh the benefits for one of the partners, that partner will break the relationship off as it is no longer profitable to them."
"217","In addition to the ‘profitability’ of the current relationship (comparison level), there is the potential profitability of alternative relationships (comparison level for alternatives). If a partner judges an alternative relationship to be more profitable than the current one, they may break off the current relationship – even if it is profitable – to pursue a more profitable alternative relationship.
The equity theory of romantic relationships is about fairness between the partners."
"218","The equity theory of romantic relationships is about fairness between the partners.
According to equity theory, relationships are successful if each partner equally bears the same amount of costs and benefits. If one partner is benefiting from the relationship more than the other, this is seen as unfair and leads to relationship dissatisfaction on both sides: The underbenefiting partner may feel angry that they are making all this effort and getting little in return, whereas the overbenefiting partner may feel shame and guilt. So, whereas social exchange theory sees people as selfishly trying to maximise their own benefits in a relationship, equity theory sees people as trying to maximise equity (fairness)."
"219","Equity theory predicts that inequity (unfairness) is correlated with relationship dissatisfaction.
Rusbult’s (1980, 1983) investment model of relationships includes elements of social exchange theory but also considers each partner’s investment in the relationship.
Unlike the other theories above, Duck’s phase model is not a model of relationships but a model of relationship breakdown (dissolution).
According to Duck’s phase model, relationship breakdown is not a one-off event but a process that happens in four stages. Each stage marks a ‘threshold’ at which point the perception of the relationship changes. If the partner does not feel there has been enough change, they may cross the threshold of the next stage, increasing the likelihood of a break-up."
"220","Virtual relationships are relationships between people who are connected virtually rather than physically. The internet – social media in particular – enables people to form these relationships, which differ from ordinary physical relationships in terms of self-disclosure and the absence of gating.
Differences between virtual and face-to-face communication may lead to greater levels of self-disclosure in virtual relationships than in face-to-face interactions."
"221","Anonymity in virtual relationships may increase self-disclosure. Unlike face-to-face interactions, virtual relationships may be conducted anonymously (e.g. via anonymous forums and burner accounts). This anonymity may increase self-disclosure compared to real-life, as anonymity protects the individual from potential negative social consequences of self-disclosing private or intimate information.
Unlike face-to-face interactions, many forms of virtual communication (e.g. direct messaging, email) do not include cues such as body language and tone of voice. This may lead to increased self-disclosure."
"222","Sproull and Kiesler (1986) proposed that the reduction in non-verbal cues from virtual interactions may make individuals less likely to self-disclose. However, Walther’s (1996) hyperpersonal model suggests the opposite: Non-verbal cues distract from the content of the communication and so removing them in virtual contexts enables the sender to focus more on how they present themselves, enabling superior (‘hyperpersonal’) communication. The hyperpersonal model is further supported by Jiang et al (2010), who found that disclosure and intimacy were higher in text-based virtual interactions than in face-to-face ones."
"223","Another difference between virtual and face-to-face interactions is the absence of gating. This means that factors that might have prevented a relationship forming in real life (i.e. gates to that relationship) are not present in the virtual context.
McKenna and Bargh (1999) give several examples of potential ‘gates’ that might prevent a person from forming face-to-face relationships. Such examples include facial disfigurement, a stammer, or extreme shyness of social anxiety. However, in the virtual context, these gates do not exist and so a person may be able to form relationships with people who might otherwise reject them because of these reasons."
"224","Similarly, the social demography filter of filter theory is less likely to serve as a gate in virtual relationships. For example, the internet means people can communicate and maintain relationships over large distances, and with people outside their social class or ethnicity.
Parasocial relationships are one-sided relationships where a person gets attached to someone they don’t know in real life. For example, someone might engage in a parasocial relationship with a celebrity or social media star.
The syllabus lists two explanations of parasocial relationships: The absorption-addiction model and the attachment theory explanation."
"225","McCutcheon et al (2002) proposed the absorption-addiction model of parasocial relationships. According to this model, people engage in parasocial relationships to compensate for deficiencies in their lives.
For example, a person whose life is boring may follow a celebrity’s life in order to ‘absorb‘ some of the fun they experience. Or similarly, a person who feels unsuccessful in their own life may follow a famous person’s life and absorb the feeling of their success."
"226","However, the person may become addicted to these vicarious feelings. When this happens, the person may need to increase the ‘dose’ in a manner similar to physical addiction in order to get the same positive feelings as before. This can lead to the irrational behaviour and delusional fantasies typical of the borderline-pathological level of parasocial relationship.
An alternative explanation of parasocial relationships is attachment theory. Whereas the absorption-addiction model explains parasocial relationships as a way to compensate for deficiencies in one’s life, attachment theory explains parasocial relationships as a consequence of issues in early attachment."
"227","If you remember from the attachment topic, Ainsworth identified three infant attachment styles: Secure, insecure-avoidant, and insecure-resistant. According to the attachment explanation of parasocial relationships, individuals with insecure-resistant attachment styles in infancy are most likely to engage in parasocial relationships when they grow up. The reasoning behind this is that insecure-resistant infants still desire to form emotional connections (unlike insecure-avoidant infants) but do not want to risk the possibility of rejection that comes with ordinary social relationships. Parasocial relationships thus provide a way for people with insecure-resistant attachment styles to experience the positive emotions of a relationship without the risk of rejection that comes with typical"
"228","the positive emotions of a relationship without the risk of rejection that comes with typical social relationships. The different sexes have different sex-role stereotypes. If someone has a mix of masculine and feminine traits, they are androgynous."
"229","Some sex-role stereotypes are valid. For example, the stereotype that men are more aggressive than women is likely to reflect a valid biological difference between the sexes. However, many stereotypes, such as women wearing skirts and men wearing trousers, have no basis in biology and are entirely created by culture.
Androgyny is when someone has a mix of both feminine and masculine traits. It is commonly used to refer to someone’s appearance (e.g. a female with short hair or a man wearing makeup), but in this context we are talking about psychological androgyny.
Androgyny can be measured using the Bem sex-role inventory."
"230","Androgyny can be measured using the Bem sex-role inventory.
Bem (1974) created the Bem sex-role inventory to measure a person’s masculine and feminine traits. It is a self-report method that asks participants to rate themselves on a scale of 1-7 for 60 items (20 masculine, 20 feminine, 20 neutral). You can see the full list here.
Bem argues that androgyny – scoring highly for both masculinity and femininity – is psychologically healthy and advantageous. One reason androgyny may be advantageous is that having a mix of masculine and feminine traits enables a person to adapt and excel in more situations, whereas a person who scores highly one way but not the other is likely to have a more limited skillset."
"231","Chromosomes (genetics) determine a person’s biological sex, which influences their natural hormone levels. In addition to physical effects, these biological factors have psychological effects that influence gender development.
Each cell in the body (with a few exceptions) has chromosomes, which carry genetic information. Humans have 46 chromosomes, or 23 pairs. The 23rd chromosome pair determines a person’s biological sex.
Females have two pairs of X chromosomes, whereas males have one X chromosome and one Y chromosome. It is genes in the Y chromosome that are responsible for male development, such as the formation of testes and higher levels of the hormone testosterone."
"232","Atypical sex chromosome patterns are when a person has a 23rd chromosome pair that is something other than the typical XX pattern for females or XY pattern for males. These atypical sex chromosome patterns cause differences in development compared those with typical sex chromosome patterns.
Klinefelter’s syndrome (also known as 47,XXY) is when a male is born with XXY chromosomes rather than XY sex chromosomes. It affects roughly one in 750 males.
Turner’s syndrome (also known as 45,X) is when a female is born with only one X chromosome and either an absent or partial second X chromosome. It affects roughly one in 5,000 females.
Hormones are chemicals produced in the body by glands (see the biopsychology page for more details)."
"233","All humans produce the same hormones – but males and females produce them in different amounts. For example, men produce much higher levels of testosterone, whereas women produce much more estrogen. In the womb, the different levels of these hormones affect brain development and cause the development of either male or female genitals. At puberty, hormone levels increase, causing the development of secondary sex characteristics (e.g. development of breasts in women, growth of facial hair in men). Hormones are associated with sex-role behavioural stereotypes and so are an important influence on gender development."
"234","Testosterone is the primary sex hormone in males. On average, men have around 10 times as much testosterone as women. These higher testosterone levels have psychological effects that contribute to gender differences."
"235","During development in the womb, genes in the Y chromosome cause testes, rather than ovaries, to form. At around 8 weeks, the testes start producing testosterone. This testosterone causes physical changes, such as the development of male sex organs, and also psychological ones because prenatal testosterone causes masculinisation of the brain. For example, men typically have greater spatial reasoning than women, with animal studies (e.g. Williams and Meck (1991)) and studies of females exposed to high levels of prenatal testosterone (e.g. Puts et al (2008)) suggesting testosterone plays a role in developing these areas of the brain."
"236","After birth, testosterone is associated with stereotypical male behaviours, such as aggression and competitiveness. For example, Albert et al (1989) found injecting female rats with testosterone made them act more aggressively. In humans, Dabbs et al (1995) studied a prison population, finding prisoners with higher testosterone levels were more likely to have committed violent crimes.
There are several estrogen (also spelt oestrogen) hormones within the human body, the most common of which is estradiol. Estrogens are associated with female development, with women typically having 10 times as much estradiol as men. These higher estrogen levels contribute to gender differences."
"237","In the womb, having an X chromosome instead of Y means ovaries, rather than testes, form. This results in higher estrogen levels and lower testosterone levels. These higher estrogen levels have feminising effects on brain development. For example, some studies (e.g. Ardekani et al (2013)) have found women have more neural connections between the left and right hemispheres than men, resulting in more evenly distributed use of both brain hemispheres. Further, women generally have greater verbal fluency than men, with some studies (e.g. Schultheiss et al (2020)) suggesting this is a result of estrogen exposure."
"238","Estrogen is associated with stereotypical female behaviours, such as compassion and sensitivity. After puberty, estrogen also regulates the menstrual cycle in women. In some women, hormonal changes during the menstrual cycle cause pre-menstrual syndrome (PMS) – a condition with psychological symptoms that include stress, anxiety, and irritability. However, some researchers (e.g. Rodin (1992) and Offman and Kleinplatz (2004)) criticise the characterisation of PMS as a medical disorder.
Oxytocin is sometimes called the ‘love hormone’ because it is associated with bonding, nurturing, trust, and sociability. Oxytocin levels are typically higher in women than men and the effects of oxytocin are amplified by estrogen, so oxytocin contributes to gender differences."
"239","Oxytocin plays an important role in childbirth by causing contractions. After the baby is born, oxytocin stimulates lactation to enable breastfeeding. Oxytocin also helps form an emotional bond between mother and baby."
"240","Oxytocin may partly explain sex-role stereotypes to do with childcare, sociability, and relationships. For example, oxytocin levels increase during sex by roughly 5 times – for both men and women – but fall immediately in males after orgasm. This may explain why males are less interested in intimacy after sex. Another example is gender differences in behavioural responses to stress. Typically characterised as ‘fight or flight‘, Taylor et al (2000) found the female response to stress is better characterised as ‘tend and befriend’. The researchers suggest these behavioural differences in response to stress are caused by differences in oxytocin activity between men and women. In another study, Zak et al (2007) randomly assigned participants to receive either an oxytocin injection or placebo"
"241","Zak et al (2007) randomly assigned participants to receive either an oxytocin injection or placebo before getting the participants to take part in a task that involved splitting money with another person. The participants injected with oxytocin were 80% more generous than controls."
"242","Cognitive explanations of gender development see gender resulting from active changes in thought over time as a child grows up (as opposed to social learning theory, which says gender is just passively observed and imitated). They describe the ways of thinking that contribute to gender development.
The cognitive explanations of gender included in the syllabus are Kohlberg’s theory and gender schema theory.
Piaget’s theory of cognitive development (see the cognition and development page for more details) argues that children’s thinking changes as they grow up. Kohlberg’s theory of gender development is based on this model, arguing that gender development occurs alongside general development in thinking that comes with age."
"243","In the case of gender development specifically, Kohlberg (1966) identifies 3 stages: Gender identity, gender stability, and gender constancy.
After the child reaches gender constancy, they seek out and imitate role models who match their gender. For example, a boy may take an interest in football if he identifies with his father who is also interested in football.
Martin and Halverson (1981) and Bem (1981) argue that children start developing gender schema – mental frameworks to understand gender – at around 2-3 years old. For example, a boy might develop the schema that “dolls are a girl’s toy”. These schema are used to make sense of the world and also affect how the child behaves. For example, the boy will play with toy trucks and not dolls."
"244","This gender schema theory differs from Kohlberg’s theory in that it argues children behave in gendered ways from a much earlier age. Whereas Kohlberg argues that children start imitating gender-appropriate role models at around 6 years old (after reaching gender constancy), gender schema theory proposes that children start developing gender schemas from around age 2.
Over time, gender schemas develop along with other developments in thinking. For example, early schemas focus on the child’s own gender only, but by around age 8 children develop schemas for the opposite gender as well. Later, by the time the child is a teenager, they realise that a lot of the so-called rules about boys and girls are just social customs and so their gender schema become more flexible."
"245","Psychodynamic explanations of gender development, like psychodynamic approaches to psychology in general, focus on unconscious conflicts between different aspects of the mind. The main example of this is Freud’s psychoanalytic theory.
Freud’s psychoanalytic theory explains behaviour as the result of conflicts between different parts of the mind: The id, the ego, and the superego (see the approaches page for more details).
Resolution of the Oedipus complex (named after the mythical Greek king who accidentally killed his father and married his mother) is Freud’s explanation of male gender development."
"246","Prior to the phallic psychosexual stage (3-5 years), a boy has no concept of his gender. Then, during the phallic stage, the boy develops an unconscious sexual desire for his mother. This desire leads to unconscious feelings of jealousy and hatred towards his father, because the father has what the boy desires (the mother). The boy’s id – the unconscious and instinctive part of the mind that is only concerned with pleasure – wants to kill the father in order to have the mother for himself."
"247","But the boy’s ego – the practical part of the mind that mediates between the desires of the id and reality – recognises that the father is stronger than him. This leads to fear of the father. The boy thinks that, if his father discovers that he desires his mother for himself, the father will remove his penis (castration anxiety).
To resolve these conflicting desires and beliefs, the boy abandons the desire for his mother and identifies with the father. By identifying with the father, the boy incorporates and internalises the father’s personality into his superego. Internalising the father’s personality means also internalising the father’s masculine gender. The boy develops his gender by displacing the sexual desire for his mother onto other women."
"248","Resolution of the Electra complex (named (by Carl Jung, not Freud) after the mythical Greek daughter of King Agamemnon who killed her mother) is Freud’s explanation of female gender development."
"249","Prior to the phallic psychosexual stage (3-5 years), a girl has no concept of her gender. After she reaches this stage, the girl believes that the reason she does not have a penis is because she has been castrated. The girl desires a penis (penis envy) and so develops a desire for her father as he has what she wants. The girl also develops a dislike of her mother for two reasons: Firstly, because she blames the mother for taking her penis, and secondly, because she sees the mother as competition for her father’s love. However, the girl also loves her mother and fears losing her love if she discovers her desires for her father."
"250","To resolve these conflicting desires, the girl represses her feelings of dislike for her mother and instead identifies with her. By identifying with the mother, the girl incorporates and internalises the mother’s personality into her superego. Internalising the mother’s personality means also internalising the mother’s feminine gender. The girl develops her gender by substituting her desire for a penis with a desire to have a baby."
"251","Social learning theory (see the approaches page for more details) explains gender as resulting from observation and imitation of gender role models. For example, a boy may observe and imitate his father’s behaviour. Gender-typical behaviours may then be reinforced. For example, a boy may be praised for gender-typical behaviour (e.g. “wow, you’re so strong!”) or punished for opposite-gender behaviour (e.g. “stop acting like a girl!”).
Role models can include things like parents, siblings, and peers but the syllabus focuses on gender role models in culture and the media specifically."
"252","Bandura and Bussey (1999) give several examples of how gender roles are portrayed in the media. For example, TV shows typically portray men as ambitious and having high-status jobs whereas women are typically portrayed as unambitious and occupying domestic roles or low-status jobs. Men are also portrayed as having greater agency (i.e. control over events), whereas women are more likely to be at the mercy of others. These stereotypes also exist in adverts, with women typically promoting food and beauty products and men promoting things like computers, cars, and financial products."
"253","There is evidence that these stereotypes influence gender roles. For example, McGhee and Frueh (1980) found a correlation between media exposure and stereotypical views of sex-roles. In other words, the more TV a child watches, the more likely they are to have stereotypical views about gender.
These studies support the social learning theory explanation of gender development: Children observe role models in the media, identify with those of the same gender, and imitate their gender-typical behaviour."
"254","Comparing gender roles among different cultures can provide insights into how much gender is a social construct and how much it is a biological one: If gender roles are biological, you would expect different cultures to have the same gender stereotypes because human biology is basically the same across cultures. But if gender roles are socially constructed, you would expect greater variation between cultures because different cultures would create different social norms and values.
These differences between cultures suggest that gender roles are culturally, rather than biologically, determined."
"255","However, Mead’s interpretations have been criticised. For example, Errington and Gewertz (1989) also studied the Tchambuli (Chambri) tribe but found no evidence to support the gender roles described by Mead. Further, several studies (see AO3 evaluation points below) have found gender roles are generally consistent across different cultures.
Gender dysphoria (previously referred to as gender identity disorder) is a condition where a person’s biological sex does not match their psychological gender. For example, somebody born biologically male (i.e. with XY chromosomes) may be psychologically female."
"256","Gender dysphoria often begins in childhood. It can cause symptoms such as anxiety and depression as the person feels uncomfortable in a body that is the ‘wrong’ sex. To help reduce these feelings of discomfort, the person may take steps to make their outer appearance align with their inner gender. For example, a male-to-female transgender person may wear gender-typical female clothes, take feminising hormones (estrogen), and undergo gender reassignment surgery.
The syllabus looks at biological and social explanations of gender dysphoria.
Biological explanations of gender dysphoria include genetics, hormones, and brain structures. These different biological factors interact with one another and so cannot easily be separated. For example, a person’s genetics influence their brain structure."
"257","As always, twin studies are a useful way to determine the extent to which a condition is caused by genetic factors. If gender dysphoria is more common among both identical twins (who share 100% of their genes) than both non-identical twins (who only share 50% of their genes), this would suggest genetics play a role."
"258","In general, twin studies support a genetic basis of gender dysphoria. This genetic basis is further supported by gene association studies. For example, Hare et al (2009) analysed gene samples from 112 male-to-female transgender people and 258 controls, finding that gender dysphoria is correlated with differences in AR (androgen receptor) genes. In a gene association study of female-to-male transgender people, Bentz et al (2008) found gender dysphoria was correlated with the CYP17 gene. These studies suggest gender dysphoria is caused by different genes depending on whether the person is born biologically male or female."
"259","Prenatal hormones affect brain development (see above for examples), which may explain the mechanism through which hormones cause gender dysphoria. However, the role of prenatal hormones in gender dysphoria is disputed (see AO3 evaluation points below).
Another area of the brain associated with gender identity is the interstitial nucleus of the anterior hypothalamus (INAH3). Males typically have twice as many neurons in this region as females, but post-mortems by Garcia-Falgueras and Swaab (2008) found MtFs had neuron numbers similar to female controls and FtMs had neuron numbers similar to male controls."
"260","Social explanations of gender dysphoria explain gender dysphoria as learned from the environment. This includes behaviourist explanations, such as operant conditioning, as well as social learning theory."
"261","Social learning theory would say that gender dysphoria is caused by children observing and imitating role models of the opposite sex. For example, a young boy might observe his mother receiving compliments on her dress (vicarious reinforcement) and imitate this behaviour. This cross-gender behaviour may also be reinforced via operant conditioning. For example, adults may encourage or praise the boy for wearing a dress. This creates a conflict between the boy’s biological sex and psychological gender, leading to gender dysphoria. Piaget’s theory says humans are born with innate (biological) abilities and that cognitive development occurs through a combination of these abilities and environmental interactions (in particular interactions with physical objects)."
"262","If you remember from the approaches topic, schema are cognitive frameworks/mental models/ways of organising information and understanding the world. Piaget’s theory explains children’s cognitive development in terms of continually challenging and updating these schema through interacting with the environment.
Initially, children are born with very basic schema (e.g. the basic reflex to suck things). These basic schema serve as a foundation from which the child can interact with the environment and learn new things. Over time, the child will develop new schema (e.g. about people, objects, and themselves) and update their existing schema. This process of developing schema process continues all through a person’s life but is most notable within the first 15 years."
"263","Children swing between equilibrium and disequilibrium in a process known as equilibration. When a new experience fits within existing schema, it can be assimilated and equilibrium is maintained. If a new experience does not fit within existing schema, this causes a state of disequilibrium and the current schema must be updated to accommodate the new experience.
Equilibrium is when an experience fits within the child’s existing schema (i.e. the experience is in line with the child’s expectations). This is a pleasant and desirable state because it means the child understands the world around them.
When a new experience fits with existing schema, it is assimilated into that schema."
"264","When a new experience fits with existing schema, it is assimilated into that schema.
For example, a child might develop the gender schema that women have long hair. If the child meets a new woman and she has long hair, the child can include/assimilate this new person within their existing schema of ‘woman’.
Disequilibrium is when an experience does not fit within the child’s existing schema. This is an unpleasant state because it means the child does not understand what is going on, causing confusion. This unpleasant feeling creates a motivation to learn and return to the pleasant state of equilibrium."
"265","When a new experience does not fit within existing schema, it cannot be assimilated into that schema. Instead, the child must create new schema or update their existing schema in order to accommodate the new experience. Once the schema is updated to accommodate the new experience, the child returns to a state of equilibrium.
For example, if a child has developed the gender schema that women have long hair but then meets a woman with short hair, this causes disequilibrium. The child can accommodate this new experience and return to equilibrium by updating their schema of ‘woman’ to include people with short hair."
"266","Piaget observed that children of similar ages would give similar wrong answers to certain questions. Piaget also observed that children would learn to give the right answers at similar ages too, suggesting intellectual development occurs in a series of stages. These stages were observed cross culturally, suggesting intellectual development is primarily controlled by genetics and biology rather than culture.
The sensorimotor stage of intellectual development occurs from birth to age 2 and is primarily concerned with the physical world and body movement."
"267","During this stage, babies develop object permanence (an understanding that objects still exist even when they are out of view). This is illustrated by the observation that before ~8 months of age babies switch focus from an object as soon as they can no longer see it. But from around 8 months, babies will look for an object when they can no longer see it, suggesting they understand that it continues to exist.
Other intellectual developments in the sensorimotor stage include basic language and, from around 18 months, representational thought (i.e. being able to think about objects in their heads as opposed to only being able to think about things that are physically in front of them)."
"268","The pre-operational stage of intellectual development occurs between 2 years – 7 years of age. Within the pre-operational stage, Piaget distinguishes between pre-conceptual (2 – 4 years) and intuitive (4 – 7 years)."
"269","In the pre-operational stage, thinking is still characterised by egocentrism (the child can only see things from their own perspective and can’t understand the perspective of other people). For example, Piaget and Inhelder’s (1956) 3 mountains task let children examine a model of a Swiss mountain on a table. A doll was placed on top of one of the model mountains and the children were asked to select pictures of what the doll could see. However, the 4 year olds would consistently select the pictures of what they saw (not the doll), which suggests the children were unable to visualise things from another person’s perspective."
"270","During the pre-operational stage, the child has not mastered conservation (the understanding that changing the appearance of an object does not change its mass or quantity or volume). For example, Piaget (1952) conducted an experiment where 7 year olds were shown two equal beakers of water: A and B. The children could see that A and B contained the same amount of water. But when the water from B was poured into a taller, thinner, beaker (C), the children thought beaker C contained more water."
"271","Children in the pre-operational stage have not developed class inclusion (the understanding that things can be sub-sets of other things) either. For example, Piaget and Inhelder (1956) showed children a picture with 5 dogs and 2 cats and then asked: “Are there more dogs or more animals?”. The children would answer that there are more dogs, because they are unable to comprehend that each dog was a member of the dog class and the animal class.
The concrete operational stage occurs between 7 years – 11 years of age. Operations, here, are the use of schema to perform mental actions, such as logical reasoning."
"272","Conservation is an example of an operation. In the concrete operations stage, children understand conservation and so are able to correctly identify that, for example, beaker C in Piaget’s example above contains as much water as beaker A despite its different appearance.
The child also learns class inclusion in the concrete operational stage. For example, the child can understand that a dog is a mammal, and that a mammal is an animal. Returning to Piaget and Inhelder’s example above, a child in the concrete operational stage could correctly answer that there are more animals than dogs when shown a picture with 5 dogs and 2 cats."
"273","Egocentrism also declines during the concrete operational stage in a process called decentering. The child learns to be able to imagine things from the perspective of someone else other than themself. So, in the 3 mountains task above, children in the concrete operational stage are able to select photos from the doll’s perspective and not just their own.
However, in the concrete operational stage, these operations can only be performed on objects directly in front of the child (and not abstractly), which is why this stage is concrete operational. Abstract reasoning develops in the formal operational stage."
"274","The formal operational stage occurs from 11 years of age onwards. As mentioned, operations are the use of schema to perform mental actions. But whereas these operations were restricted to concrete examples in the concrete operational stage, children in the formal operational stage are able to reason abstractly and hypothetically.
By contrast, children in the earlier concrete operational stage get hung up on specific (concrete) facts, like how dogs don’t have 10 legs and can’t fly."
"275","Like Piaget, Vygotsky’s theory describes how interactions with the environment explain cognitive development. But where Piaget emphasised interactions with physical objects, Vygotsky emphasises social and cultural factors (e.g. interaction with parents, teachers, and other children). For Vygotsky, learning is first intermental (between two people) and then made intramental (internalised within the individual).
Vygotsky’s theory is concerned with how these higher mental functions develop through social interactions.
There is some overlap with Piaget’s stages of development here. For example, Vygotsky’s mature concept stage is somewhat similar to Piaget’s formal operational stage."
"276","The zone of proximal development is the gap between an infant’s current intellectual ability and their potential intellectual ability."
"277","For example, a 3 year-old child may currently be able to write a few individual words but be unable to write a sentence. However, the 3 year-old child has the potential to be able to write a sentence with help from a teacher (e.g. a parent or older sibling) and so writing a sentence is within the child’s zone of proximal development. The teacher’s job is to guide the child through the zone of proximal development so that they can complete this task alone.
One way a teacher can help a child progress through the zone of proximal development is via scaffolding."
"278","Scaffolding is when a teacher (e.g. a parent or older sibling) helps an infant to learn by providing a framework – a scaffold – to help them solve a problem or complete a task. As the infant progresses, the scaffolding is gradually removed until the infant is capable of completing the task by itself.
For example, a parent may physically guide a young child’s hand to show them how to write their name. Then, as the child attempts to write their name without the physical guidance, the parent may watch and provide verbal instructions to help. Eventually, this scaffolding is removed as well and the infant is able to write their name by itself."
"279","Baillargeon challenges Piaget’s claim that babies develop object permanence (the idea that objects still exist even when you’re not looking at them) at around 8 months old. Instead, Baillargeon argues that babies have a physical reasoning system that is present from birth.
Piaget’s evidence that babies only develop object permanence at 8 months is that before 8 months of age babies stop focusing on an object as soon as it is out of view but after 8 months babies will look for an object when they can no longer see it. However, Bailargeon argues that the only reason babies don’t look for objects prior to 8 months of age is that they lack the motor abilities to do so – not because they lack object permanence."
"280","Baillargeon argues that humans are born with core knowledge/an innate physical reasoning system from birth. Just as horses have an innate ability to walk immediately after being born, for example, humans have an innate ability to understand the physical world. Baillargeon’s violation of expectation studies support this claim.
Baillargeon and colleagues have conducted several studies using the violation of expectation procedure to demonstrate that infants under 8 months of age possess knowledge of the physical world."
"281","The idea is that infants will look at things that don’t fit with their understanding of the physical world (i.e. things that violate their expectations) for longer than they will look at things that do fit with their understanding of the physical world (i.e. that are in line with their expectations)."
